title,director,cast,score,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score
,,Rizky Hanggono,,,,1.0,33.0
,,Rizwan A. Alvi,,,,1.0,55.0
,,Rizwan Manji,,,,2.0,47.0
,,Roan Curtis,,,,1.0,67.0
,,Rob Beckett,,,,1.0,64.0
,,Rob Brown,,,,1.0,72.0
,,Rob Brydon,,,,2.0,71.5
,,Rob Corddry,,,,3.0,54.666666666666664
,,Rob Delaney,,,,1.0,34.0
,,Rob Dyrdek,,,,1.0,28.0
,,Rob Edwards,,,,1.0,75.0
,,Rob Estes,,,,1.0,43.0
,,Rob Garrett,,,,1.0,76.0
,,Rob Heaps,,,,1.0,73.0
,,Rob Huebel,,,,3.0,54.333333333333336
,,Rob Lowe,,,,4.0,50.5
,,Rob Manning,,,,1.0,41.0
,,Rob Morgan,,,,3.0,75.33333333333333
,,Rob Paulsen,,,,2.0,53.5
,,Rob Reiner,,,,2.0,57.5
,,Rob Riggle,,,,4.0,59.0
,,Rob Sitch,,,,1.0,28.0
,,Rob Tinkler,,,,1.0,25.0
,,Rob Zombie,,,,1.0,52.0
,,Robb Wells,,,,7.0,43.857142857142854
,,Robbie Amell,,,,4.0,59.5
,,Robbie Coltrane,,,,1.0,72.0
,,Robbie Daymond,,,,1.0,69.0
,,Robbie Gee,,,,1.0,35.0
,,Robbie Jones,,,,1.0,35.0
,,Robbie Kay,,,,2.0,60.0
,,Robbie Rist,,,,1.0,69.0
,,Robby Benson,,,,1.0,51.0
,,Robby Tumewu,,,,1.0,39.0
,,Robert Alvarez,,,,1.0,76.0
,,Robert Anderson,,,,1.0,35.0
,,Robert Aramayo,,,,1.0,65.0
,,Robert Axelrod,,,,1.0,68.0
,,Robert Bathurst,,,,1.0,18.0
,,Robert Benchley,,,,1.0,66.0
,,Robert Brouillette,,,,1.0,63.0
,,Robert Capron,,,,2.0,44.0
,,Robert Carlyle,,,,2.0,41.5
,,Robert Carradine,,,,3.0,17.0
,,Robert Catrini,,,,1.0,38.0
,,Robert Costanzo,,,,1.0,19.0
,,Robert Crayton,,,,1.0,31.0
,,Robert Culp,,,,2.0,40.0
,,Robert Curtis Brown,,,,1.0,50.0
,,Robert Davi,,,,1.0,45.0
,,Robert De Niro,,,,6.0,76.33333333333333
,,Robert Donavan,,,,1.0,19.0
,,Robert Downey,,,,2.0,59.5
,,Robert Downey Jr.,,,,3.0,49.0
,,Robert Downey Sr.,,,,1.0,10.0
,,Robert Drivas,,,,1.0,88.0
,,Robert Duvall,,,,2.0,76.0
,,Robert Eddison,,,,1.0,82.0
,,Robert Englund,,,,1.0,50.0
,,Robert F. Kennedy,,,,1.0,57.0
,,Robert Finster,,,,1.0,75.0
,,Robert Forster,,,,2.0,65.5
,,Robert Foxworth,,,,1.0,7.0
,,Robert Fullington,,,,1.0,16.0
,,Robert Ginty,,,,1.0,28.0
,,Robert Glenister,,,,1.0,59.0
,,Robert Haley,,,,1.0,54.0
,,Robert Hardy,,,,1.0,68.0
,,Robert Hays,,,,4.0,42.5
,,Robert Helpmann,,,,1.0,69.0
,,Robert Hobbs,,,,1.0,47.0
,,Robert James-Collier,,,,1.0,61.0
,,Robert Joy,,,,1.0,55.0
,,Robert Kazinsky,,,,1.0,28.0
,,Robert Klein,,,,1.0,53.0
,,Robert Knepper,,,,1.0,31.0
,,Robert Krantz,,,,1.0,44.0
,,Robert LaSardo,,,,1.0,16.0
,,Robert Loggia,,,,1.0,48.0
,,Robert Long,,,,1.0,74.0
,,Robert Longstreet,,,,2.0,66.0
,,Robert Lund,,,,1.0,7.0
,,Robert M. Young,,,,1.0,76.0
,,Robert Maillet,,,,1.0,51.0
,,Robert Mark Kamen,,,,1.0,69.0
,,Robert Miranda,,,,1.0,80.0
,,Robert Mitchel Owenby,,,,1.0,39.0
,,Robert Morley,,,,2.0,71.5
,,Robert Newton,,,,1.0,71.0
,,Robert O'Mahoney,,,,1.0,36.0
,,Robert Palfrader,,,,1.0,13.0
,,Robert Pastorelli,,,,1.0,82.0
,,Robert Patrick,,,,9.0,47.111111111111114
,,Robert Pattinson,,,,4.0,56.0
,,Robert Plagnol,,,,1.0,58.0
,,Robert Powell,,,,1.0,48.0
,,Robert Prosky,,,,1.0,71.0
,,Robert Pucci,,,,1.0,76.0
,,Robert Quarry,,,,1.0,46.0
,,Robert Racki,,,,1.0,63.0
,,Robert Redford,,,,4.0,53.25
,,Robert Ri'chard,,,,3.0,36.333333333333336
,,Robert Rusler,,,,1.0,56.0
,,Robert S. Bennett,,,,1.0,27.0
,,Robert Schwartzman,,,,1.0,60.0
,,Robert Sheehan,,,,2.0,51.0
,,Robert Stanton,,,,1.0,40.0
,,Robert Strange,,,,1.0,1.0
,,Robert T. Striem,,,,1.0,60.0
,,Robert Taylor,,,,2.0,32.5
,,Robert Urich,,,,1.0,14.0
,,Robert V. Barron,,,,1.0,68.0
,,Robert Villar,,,,1.0,13.0
,,Robert Wagner,,,,4.0,62.25
,,Robert Wall,,,,2.0,64.0
,,Robert Wieckiewicz,,,,1.0,38.0
,,Robert Williams,,,,1.0,21.0
,,Robert Więckiewicz,,,,1.0,56.0
,,Roberta Haynes,,,,1.0,14.0
,,Roberta Migliucci,,,,1.0,68.0
,,Roberto Barbery,,,,1.0,23.0
,,Roberto Beck,,,,1.0,18.0
,,Roberto De La Madrid,,,,1.0,9.0
,,Roberto Duarte,,,,1.0,31.0
,,Roberto Enríquez,,,,1.0,70.0
,,Roberto Herlitzka,,,,1.0,54.0
,,Roberto Leal,,,,1.0,57.0
,,Roberto Mart??n M??rquez,,,,1.0,76.0
,,Roberto Mateos,,,,1.0,42.0
,,Roberto Álamo,,,,1.0,18.0
,,Robin,,,,1.0,48.0
,,Robin Atkin Downes,,,,1.0,48.0
,,Robin Bartlett,,,,1.0,43.0
,,Robin Das,,,,1.0,31.0
,,Robin Dunne,,,,2.0,23.0
,,Robin Dyke,,,,1.0,39.0
,,Robin Givens,,,,2.0,26.0
,,Robin Harris,,,,1.0,86.0
,,Robin Lord Taylor,,,,2.0,53.5
,,Robin Riker,,,,1.0,59.0
,,Robin Shou,,,,2.0,50.0
,,Robin Soans,,,,2.0,59.0
,,Robin Tunney,,,,1.0,62.0
,,Robin Weigert,,,,2.0,66.5
,,Robin Williams,,,,3.0,44.333333333333336
,,Robin Wright,,,,3.0,61.333333333333336
,,Robin Wright Penn,,,,1.0,84.0
,,Robin de Jesús,,,,2.0,55.0
,,Robinne Lee,,,,3.0,60.666666666666664
,,Robinson Stévenin,,,,1.0,58.0
,,Robo Shankar,,,,1.0,11.0
,,Robson Nunes,,,,1.0,46.0
,,Robyn Fairchild,,,,1.0,78.0
,,Rocco Siffredi,,,,1.0,48.0
,,Rochelle Aytes,,,,1.0,51.0
,,Rochelle Davis,,,,1.0,79.0
,,Rochelle Hudson,,,,2.0,64.0
,,Rockmond Dunbar,,,,1.0,31.0
,,Rockwelle Dortch,,,,1.0,38.0
,,Rocío Verdejo,,,,1.0,69.0
,,Rod Paradot,,,,1.0,39.0
,,Rod Steiger,,,,3.0,48.0
,,Rod Wilson,,,,1.0,17.0
,,Roddy McDowall,,,,2.0,63.0
,,Roderic Noble,,,,1.0,67.0
,,Rodger Bumpass,,,,2.0,45.5
,,Rodger Corser,,,,1.0,18.0
,,Rodger Parsons,,,,1.0,55.0
,,Rodney Afif,,,,1.0,67.0
,,Rodney Dangerfield,,,,1.0,28.0
,,Rodney Grant,,,,1.0,82.0
,,Rodney Rincon,,,,1.0,76.0
,,Rodrigo Cachero,,,,1.0,69.0
,,Rodrigo Clark,,,,1.0,68.0
,,Rodrigo Fernandez-Stoll,,,,1.0,51.0
,,Rodrigo Murray,,,,1.0,24.0
,,Rodrigo Oviedo,,,,1.0,48.0
,,Rodrigo Palacios,,,,1.0,11.0
,,Rodrigo Salinas,,,,1.0,8.0
,,Rodrigo Santoro,,,,1.0,56.0
,,Rodrigo de la Serna,,,,1.0,42.0
,,Rodrigue Sleiman,,,,1.0,33.0
,,Rodriguez,,,,1.0,86.0
,,Roe Hartrampf,,,,1.0,44.0
,,Roger Aaron Brown,,,,1.0,75.0
,,Roger Allam,,,,1.0,80.0
,,Roger Assaf,,,,1.0,19.0
,,Roger Aston-Griffiths,,,,1.0,33.0
,,Roger Bart,,,,2.0,46.0
,,Roger Brown,,,,1.0,59.0
,,Roger Casamajor,,,,2.0,46.5
,,Roger Craig Smith,,,,2.0,48.0
,,Roger Cross,,,,1.0,49.0
,,Roger Daltrey,,,,1.0,33.0
,,Roger Ebert,,,,1.0,82.0
,,Roger McGuinn,,,,1.0,75.0
,,Roger Miller,,,,1.0,69.0
,,Roger Moore,,,,1.0,38.0
,,Roger Narayan,,,,1.0,34.0
,,Roger Oakley,,,,1.0,42.0
,,Roger Rees,,,,1.0,58.0
,,Roger Robinson,,,,1.0,24.0
,,Roger Smith,,,,1.0,73.0
,,Roger Stone,,,,1.0,77.0
,,Roger Taylor,,,,1.0,56.0
,,Roger Wilson,,,,2.0,47.5
,,Roger Yuan,,,,1.0,52.0
,,Rogério Fróes,,,,1.0,42.0
,,Roh Joo-hyun,,,,1.0,12.0
,,Rohan Campbell,,,,1.0,52.0
,,Rohan Joshi,,,,1.0,13.0
,,Rohan Khurana,,,,1.0,7.0
,,Rohan Vinod Mehra,,,,1.0,39.0
,,Rohini Hattangadi,,,,1.0,10.0
,,Rohit Chaudhury,,,,1.0,70.0
,,Rohit Roy,,,,2.0,38.0
,,Rohit Saraf,,,,3.0,61.0
,,Rohit Shetty,,,,1.0,23.0
,,Roja,,,,1.0,9.0
,,Roland 'Lil Duval' Powell,,,,1.0,73.0
,,Roland Mqwebu,,,,1.0,48.0
,,Roland Møller,,,,1.0,58.0
,,Roland Winters,,,,1.0,52.0
,,Roland Young,,,,1.0,53.0
,,Rolando Molina,,,,1.0,76.0
,,Rolando T. Inocencio,,,,1.0,50.0
,,Rolf Kristian Larsen,,,,1.0,35.0
,,Rolf Lassgård,,,,1.0,35.0
,,Roma,,,,1.0,35.0
,,Romain Duris,,,,1.0,28.0
,,Romaine Waite,,,,1.0,51.0
,,Roman Atwood,,,,1.0,39.0
,,Roman Filippov,,,,1.0,75.0
,,Roman Gancarczyk,,,,1.0,67.0
,,Romane Bohringer,,,,1.0,11.0
,,Romano Orzari,,,,1.0,19.0
,,Romany Malco,,,,2.0,37.0
,,Romeo Miller,,,,1.0,17.0
,,Romi Park,,,,1.0,68.0
,,Romina Perazzo,,,,1.0,16.0
,,Romina Richi,,,,1.0,44.0
,,Romola Garai,,,,2.0,58.0
,,Romy Rafael,,,,1.0,13.0
,,Ron Asheton,,,,1.0,75.0
,,Ron Balicki,,,,1.0,34.0
,,Ron Cephas Jones,,,,1.0,51.0
,,Ron Eldard,,,,2.0,78.0
,,Ron Funches,,,,2.0,27.0
,,Ron Glass,,,,1.0,56.0
,,Ron Howard,,,,1.0,60.0
,,Ron Leibman,,,,1.0,67.0
,,Ron Lester,,,,2.0,51.0
,,Ron Livingston,,,,2.0,62.0
,,Ron Morales,,,,1.0,19.0
,,Ron Perlman,,,,7.0,56.857142857142854
,,Ron Roccia,,,,1.0,17.0
,,Ron Rubin,,,,1.0,17.0
,,Ron White,,,,1.0,25.0
,,Ron Yuan,,,,1.0,72.0
,,Ronald E. Giles,,,,1.0,60.0
,,Ronald Falk,,,,1.0,60.0
,,Ronaldo Valdez,,,,1.0,28.0
,,Ronan Raftery,,,,1.0,70.0
,,Ronan Vibert,,,,1.0,75.0
,,Ronda Rousey,,,,1.0,50.0
,,Ronee Blakley,,,,1.0,75.0
,,Ronen Rubinstein,,,,1.0,30.0
,,Roni Fischer,,,,1.0,11.0
,,Ronit Asheri,,,,1.0,83.0
,,Ronit Roy,,,,4.0,50.25
,,Ronke Adekoluejo,,,,1.0,53.0
,,Ronn Moss,,,,1.0,71.0
,,Ronn Surels,,,,1.0,58.0
,,Ronnie Coleman,,,,1.0,60.0
,,Ronnie Graham,,,,1.0,3.0
,,Ronnie Hawkins,,,,1.0,75.0
,,Ronnie Lazaro,,,,1.0,38.0
,,Ronnie Quizon,,,,1.0,50.0
,,Ronnie Van Zandt,,,,1.0,57.0
,,Ronny Chieng,,,,1.0,66.0
,,Ronny Cox,,,,1.0,27.0
,,Rooney Mara,,,,4.0,63.25
,,Roopesh Kumar,,,,1.0,19.0
,,Roque Ruíz,,,,1.0,70.0
,,Roque Valero,,,,1.0,23.0
,,Rory Culkin,,,,2.0,37.0
,,Rory Fleck Byrne,,,,1.0,61.0
,,Rory Hohenstein,,,,1.0,45.0
,,Rory Keenan,,,,1.0,54.0
,,Rory Kinnear,,,,1.0,47.0
,,Rory Markham,,,,1.0,19.0
,,Rory McCann,,,,1.0,67.0
,,Rory Potter,,,,1.0,64.0
,,Rosa María Bianchi,,,,1.0,33.0
,,Rosa María Sardà,,,,1.0,46.0
,,Rosa Salazar,,,,1.0,62.0
,,Rosabell Laurenti Sellers,,,,2.0,30.0
,,Rosalba Battaglia,,,,1.0,39.0
,,Rosalind Chao,,,,1.0,52.0
,,Rosalind Russell,,,,2.0,46.5
,,Rosamund Kwan,,,,1.0,62.0
,,Rosamund Pike,,,,4.0,67.75
,,Rosanna Arquette,,,,3.0,58.666666666666664
,,Rosanna Sapia,,,,1.0,40.0
,,Rosario Dawson,,,,5.0,51.0
,,Roschdy Zem,,,,2.0,27.5
,,Roscoe Lee Browne,,,,2.0,48.5
,,Rose Byrne,,,,4.0,63.75
,,Rose McIver,,,,2.0,57.0
,,Rose Rathod,,,,1.0,19.0
,,Rosel Zech,,,,1.0,26.0
,,Rosemarie DeWitt,,,,5.0,62.2
,,Rosemary Dunsmore,,,,1.0,28.0
,,Rosemary Portia,,,,1.0,20.0
,,Roshan Mathew,,,,4.0,46.5
,,Roshan Prince,,,,1.0,16.0
,,Roshan Seth,,,,2.0,60.0
,,Roshon Fegan,,,,1.0,44.0
,,Rosie Fellner,,,,2.0,56.0
,,Rosie Perez,,,,5.0,63.8
,,Rosmeri Marval,,,,1.0,32.0
,,Ross Bickell,,,,1.0,57.0
,,Ross Butler,,,,1.0,59.0
,,Ross Duffer,,,,1.0,47.0
,,Ross Lynch,,,,3.0,65.0
,,Ross McCall,,,,1.0,48.0
,,Ross Noble,,,,1.0,36.0
,,Ross O'Hennessy,,,,2.0,56.5
,,Rossy Mendoza,,,,1.0,44.0
,,Rossy de Palma,,,,3.0,54.666666666666664
,,Rosy Hodge,,,,1.0,36.0
,,Rosy Zhao,,,,1.0,19.0
,,Rotem Keinan,,,,2.0,56.0
,,Rotimi,,,,1.0,29.0
,,Rowell Santiago,,,,1.0,23.0
,,Rowena King,,,,1.0,16.0
,,Roxane Delisle,,,,1.0,28.0
,,Roxane Mesquida,,,,1.0,25.0
,,Roxanne Hart,,,,1.0,64.0
,,Roxie Howard,,,,1.0,27.0
,,Roxton Garcia,,,,1.0,59.0
,,Roy Barcroft,,,,2.0,1.5
,,Roy Billing,,,,1.0,38.0
,,Roy Chiu,,,,1.0,14.0
,,Roy Choi,,,,1.0,76.0
,,Roy Dotrice,,,,2.0,57.5
,,Roy May,,,,1.0,38.0
,,Roy Rogers,,,,4.0,20.25
,,Roy Scheider,,,,2.0,59.5
,,Roy Sungkono,,,,2.0,12.0
,,Roy Werner,,,,1.0,14.0
,,Royal Robbins,,,,1.0,38.0
,,Royce Cabrera,,,,1.0,13.0
,,Royce Pierreson,,,,3.0,67.0
,,RuPaul Charles,,,,1.0,65.0
,,Ruba Blal,,,,1.0,70.0
,,Ruben Lopez,,,,1.0,68.0
,,Ruben Niborski,,,,1.0,75.0
,,Ruby Ashbourne Serkis,,,,1.0,12.0
,,Ruby Barker,,,,1.0,76.0
,,Ruby Curtis,,,,1.0,66.0
,,Ruby Dee,,,,1.0,86.0
,,Ruby Jay,,,,1.0,66.0
,,Ruby Lin,,,,1.0,34.0
,,Ruby O'Neil,,,,1.0,41.0
,,Ruby Rose O'Hara,,,,1.0,76.0
,,Ruby Stokes,,,,1.0,60.0
,,Ruby Wong,,,,1.0,19.0
,,Rubén González Garza,,,,1.0,8.0
,,Rubén de Eguia,,,,1.0,88.0
,,Rudi Davies,,,,1.0,59.0
,,Rudklao Amratisha,,,,1.0,11.0
,,Rudolf Martin,,,,1.0,33.0
,,Rudranil Ghosh,,,,2.0,44.5
,,Rudy Pankow,,,,1.0,76.0
,,Rudy Sarzo,,,,1.0,52.0
,,Rufus Jones,,,,1.0,61.0
,,Rufus Sewell,,,,1.0,48.0
,,Rufus Swart,,,,1.0,2.0
,,Ruggero Pasquarelli,,,,1.0,47.0
,,Ruhi Sarı,,,,1.0,44.0
,,Rukhsar Rehman,,,,1.0,8.0
,,Rumer Willis,,,,2.0,41.0
,,Rumi Okubo,,,,1.0,68.0
,,Rumiko Ukai,,,,1.0,55.0
,,Ruoyun Zhang,,,,1.0,42.0
,,Rup Magon,,,,1.0,22.0
,,Rupan Bal,,,,1.0,24.0
,,Rupert Degas,,,,1.0,25.0
,,Rupert Evans,,,,1.0,72.0
,,Rupert Everett,,,,4.0,46.5
,,Rupert Frazer,,,,1.0,59.0
,,Rupert Friend,,,,1.0,79.0
,,Rupert Grint,,,,1.0,63.0
,,Rupert Penry-Jones,,,,1.0,57.0
,,Rupinder Nagra,,,,2.0,44.5
,,Rus Blackwell,,,,1.0,57.0
,,Ruslaan Mumtaz,,,,1.0,63.0
,,Russell Boulter,,,,1.0,10.0
,,Russell Bradley Fenton,,,,1.0,10.0
,,Russell Brand,,,,3.0,53.0
,,Russell Geoffrey Banks,,,,1.0,39.0
,,Russell Harvard,,,,1.0,85.0
,,Russell Hodgkinson,,,,1.0,50.0
,,Russell Hornsby,,,,1.0,75.0
,,Russell Howard,,,,1.0,47.0
,,Russell Means,,,,1.0,65.0
,,Russell Mercado,,,,1.0,50.0
,,Russell Posner,,,,2.0,50.5
,,Russell Tovey,,,,1.0,67.0
,,Russell Wong,,,,1.0,10.0
,,Russi Taylor,,,,4.0,59.75
,,Rusty Meyers,,,,1.0,39.0
,,Rutger Hauer,,,,2.0,39.0
,,Ruth Blackwell,,,,1.0,37.0
,,Ruth Bradley,,,,1.0,56.0
,,Ruth Dudding,,,,1.0,17.0
,,Ruth Gemmell,,,,2.0,66.0
,,Ruth Gordon,,,,1.0,73.0
,,Ruth Jones,,,,1.0,18.0
,,Ruth Marini,,,,1.0,59.0
,,Ruth McCabe,,,,1.0,80.0
,,Ruth Natalie Fallon,,,,1.0,29.0
,,Ruth Negga,,,,1.0,62.0
,,Ruth Wilson,,,,3.0,66.66666666666667
,,Rutledge Wood,,,,1.0,20.0
,,Ry Barrett,,,,1.0,56.0
,,Ryan Bang,,,,2.0,22.5
,,Ryan Belleville,,,,1.0,51.0
,,Ryan Blakely,,,,1.0,61.0
,,Ryan Boudreau,,,,1.0,32.0
,,Ryan Budds,,,,1.0,18.0
,,Ryan Byrne,,,,1.0,24.0
,,Ryan Cargill,,,,1.0,27.0
,,Ryan Corr,,,,2.0,63.5
,,Ryan Delon,,,,1.0,18.0
,,Ryan Ding,,,,1.0,19.0
,,Ryan Donowho,,,,1.0,46.0
,,Ryan Dorsey,,,,1.0,69.0
,,Ryan Gosling,,,,2.0,58.5
,,Ryan Guzman,,,,1.0,47.0
,,Ryan Hallahan,,,,1.0,72.0
,,Ryan Hansen,,,,1.0,47.0
,,Ryan Hartwig,,,,1.0,50.0
,,Ryan Henderson,,,,1.0,80.0
,,Ryan Homchick,,,,1.0,24.0
,,Ryan Hurst,,,,2.0,57.0
,,Ryan Ketzner,,,,1.0,71.0
,,Ryan Kiera Armstrong,,,,1.0,60.0
,,Ryan Kwanten,,,,5.0,56.0
,,Ryan Lambert,,,,1.0,67.0
,,Ryan Lincoln,,,,1.0,53.0
,,Ryan McCartan,,,,1.0,35.0
,,Ryan McDonell,,,,1.0,39.0
,,Ryan McPartlin,,,,1.0,25.0
,,Ryan Merriman,,,,3.0,41.0
,,Ryan Munzert,,,,1.0,32.0
,,Ryan Newman,,,,2.0,38.5
,,Ryan Phillippe,,,,2.0,58.0
,,Ryan Potter,,,,1.0,80.0
,,Ryan Redden,,,,1.0,28.0
,,Ryan Reynolds,,,,3.0,62.0
,,Ryan Robbins,,,,1.0,41.0
,,Ryan Sanson,,,,1.0,68.0
,,Ryan Tarran,,,,1.0,38.0
,,Ryan Teeple,,,,1.0,66.0
,,Ryan Wood,,,,1.0,29.0
,,Ryken A. Whitfield,,,,1.0,58.0
,,Ryle De Morny,,,,1.0,72.0
,,Ryo Hirohashi,,,,1.0,58.0
,,Ryo Horikawa,,,,1.0,82.0
,,Ryo Ishibashi,,,,1.0,48.0
,,Ryo Iwamatsu,,,,1.0,59.0
,,Ryohei Kimura,,,,2.0,68.5
,,Ryosuke Kanemoto,,,,1.0,77.0
,,Ryota Osaka,,,,4.0,63.5
,,Ryota Takeuchi,,,,1.0,88.0
,,Ryota Yamasato,,,,3.0,36.666666666666664
,,Ryotaro Okiayu,,,,3.0,64.66666666666667
,,Rytasha Rathore,,,,1.0,18.0
,,Ryu Abell,,,,1.0,69.0
,,Ryuichi Kijima,,,,1.0,63.0
,,Ryutaro Ninomiya,,,,1.0,59.0
,,Ryô Tomioka,,,,1.0,46.0
,,Réal Bossé,,,,1.0,66.0
,,Réka Tenki,,,,1.0,78.0
,,Rıza Kocaoğlu,,,,1.0,48.0
,,S.J. Surya,,,,1.0,45.0
,,S.M. Zaheer,,,,1.0,14.0
,,S.N. Banerjee,,,,1.0,19.0
,,S.P. Balasubrahmanyam,,,,1.0,18.0
,,Sa-hee Kim,,,,1.0,43.0
,,Saagar Kale,,,,1.0,27.0
,,Saahil Prem,,,,1.0,17.0
,,Saara Chaudry,,,,1.0,81.0
,,Saba Azad,,,,1.0,34.0
,,Saba Qamar,,,,1.0,75.0
,,Sabina Ajrula,,,,1.0,47.0
,,Sabino Villa Lobos,,,,1.0,76.0
,,Sabrina Bartlett,,,,2.0,49.0
,,Sabrina Leurquin,,,,1.0,19.0
,,Sabrina Ouazani,,,,2.0,37.0
,,Sabrina Sato,,,,1.0,41.0
,,Sabrine,,,,1.0,22.0
,,Sabryn Rock,,,,1.0,35.0
,,Sabyasachi Chakraborty,,,,1.0,63.0
,,Sacha Bali,,,,1.0,69.0
,,Sacha Baron Cohen,,,,4.0,66.5
,,Sacha Horler,,,,1.0,64.0
,,Sachin Khedekar,,,,4.0,46.75
,,Sachin Pilgaonkar,,,,1.0,67.0
,,Sadaf Kanwal,,,,1.0,19.0
,,Sadao Abe,,,,1.0,65.0
,,Sadashiv Amrapurkar,,,,1.0,55.0
,,Sadeem Alshehri,,,,1.0,16.0
,,Sadia Khateeb,,,,1.0,21.0
,,Sadie Calvano,,,,1.0,10.0
,,Sadie Lapidus,,,,1.0,62.0
,,Sadie Sandler,,,,2.0,51.0
,,Sadie Sink,,,,3.0,55.0
,,Sadiya Siddiqui,,,,2.0,25.0
,,Sae-byuk Kim,,,,1.0,82.0
,,Saeed Jaffrey,,,,4.0,28.25
,,Saffron Burrows,,,,1.0,70.0
,,Safia el-Emari,,,,1.0,53.0
,,Safinaz Sattar,,,,1.0,83.0
,,Sagar Surya,,,,1.0,44.0
,,Sage Stallone,,,,1.0,48.0
,,Saghar Sehrai,,,,1.0,21.0
,,Saginaw Grant,,,,1.0,40.0
,,Sagine Semajuste,,,,1.0,35.0
,,Sahabanu Zolghadr,,,,1.0,89.0
,,Sahajak Boonthanakit,,,,5.0,45.0
,,Saharat Sangkapreecha,,,,1.0,40.0
,,Saharsh Kumar Shukla,,,,1.0,69.0
,,Sahatchai 'Stop' Chumrum,,,,1.0,51.0
,,Sahidur Rahaman,,,,1.0,64.0
,,Sahil Vaid,,,,3.0,61.0
,,Sai Dharam Tej,,,,1.0,25.0
,,Sai Pallavi,,,,1.0,40.0
,,Sai Tamhankar,,,,1.0,63.0
,,Sai-Kit Yung,,,,1.0,22.0
,,Said Faraj,,,,1.0,66.0
,,Saidah Arrika Ekulona,,,,1.0,29.0
,,Saif Ali Khan,,,,12.0,46.083333333333336
,,Saiju Kurup,,,,2.0,41.0
,,Sainty Nelsen,,,,2.0,11.0
,,Saira Banu,,,,1.0,2.0
,,Saiyami Kher,,,,3.0,31.0
,,Sakina Jaffrey,,,,1.0,75.0
,,Sakinah Bingham,,,,1.0,60.0
,,Saksham Kulkarni,,,,1.0,4.0
,,Sakshi Gulati,,,,1.0,7.0
,,Sakura Tange,,,,1.0,68.0
,,Sal Landi,,,,1.0,8.0
,,Sal Lopez,,,,1.0,76.0
,,Sal Mineo,,,,1.0,84.0
,,Sal Stowers,,,,1.0,59.0
,,Salah Abdullah,,,,1.0,6.0
,,Salah El-Saadany,,,,1.0,48.0
,,Salah Hanoun,,,,1.0,31.0
,,Salah Zo El Faqqar,,,,1.0,27.0
,,Saleh Bakri,,,,1.0,54.0
,,Salih Kalyon,,,,3.0,38.0
,,Salil Acharya,,,,1.0,55.0
,,Salim,,,,1.0,4.0
,,Salim Baig,,,,1.0,43.0
,,Salim Kechiouche,,,,1.0,76.0
,,Salim Kumar,,,,1.0,67.0
,,Salima Ikram,,,,1.0,65.0
,,Sallehuddin Abu Bakar,,,,1.0,30.0
,,Salli Saffioti,,,,4.0,54.25
,,Sallie McLaughlin,,,,1.0,84.0
,,Sally Ann Brooks,,,,1.0,32.0
,,Sally Ann Howes,,,,1.0,69.0
,,Sally Ann Marsh,,,,1.0,18.0
,,Sally Forrest,,,,1.0,38.0
,,Sally Hawkins,,,,3.0,67.33333333333333
,,Sally Jing/ Jing Tian,,,,1.0,12.0
,,Sally Kellerman,,,,1.0,56.0
,,Sally Kirkland,,,,2.0,46.0
,,Sally Struthers,,,,1.0,73.0
,,Salma Hayek,,,,6.0,55.666666666666664
,,Salma Lahmer,,,,1.0,18.0
,,Salma Malhas,,,,1.0,72.0
,,Salman Khan,,,,8.0,52.625
,,Salman Yusuff Khan,,,,1.0,12.0
,,Salvita Decorte,,,,1.0,74.0
,,Sam Ashe Arnold,,,,2.0,14.5
,,Sam Behrens,,,,1.0,11.0
,,Sam Callis,,,,1.0,64.0
,,Sam Campbell,,,,1.0,35.0
,,Sam Carter,,,,1.0,25.0
,,Sam Claflin,,,,3.0,63.0
,,Sam Cooke,,,,1.0,65.0
,,Sam Dissanayake,,,,1.0,39.0
,,Sam Easton,,,,1.0,54.0
,,Sam Elliott,,,,1.0,68.0
,,Sam Gittins,,,,1.0,50.0
,,Sam Hazeldine,,,,1.0,69.0
,,Sam Hennings,,,,1.0,29.0
,,Sam Hoare,,,,1.0,35.0
,,Sam Horrigan,,,,1.0,59.0
,,Sam Huntington,,,,3.0,51.666666666666664
,,Sam James White,,,,1.0,54.0
,,Sam Keeley,,,,1.0,70.0
,,Sam Lavagnino,,,,1.0,19.0
,,Sam Lee,,,,2.0,41.5
,,Sam Louwyck,,,,3.0,52.666666666666664
,,Sam Ly,,,,1.0,50.0
,,Sam Marra,,,,1.0,53.0
,,Sam McMurray,,,,1.0,40.0
,,Sam Medina,,,,1.0,50.0
,,Sam Milby,,,,1.0,49.0
,,Sam Neill,,,,5.0,63.0
,,Sam Page,,,,1.0,48.0
,,Sam Palladio,,,,3.0,54.666666666666664
,,Sam Phillips,,,,1.0,5.0
,,Sam Quartin,,,,1.0,49.0
,,Sam Reid,,,,1.0,66.0
,,Sam Richardson,,,,3.0,50.666666666666664
,,Sam Riley,,,,4.0,54.0
,,Sam Robards,,,,1.0,86.0
,,Sam Rockwell,,,,6.0,52.166666666666664
,,Sam Shepard,,,,9.0,69.77777777777777
,,Sam Spruell,,,,3.0,49.333333333333336
,,Sam Strike,,,,1.0,52.0
,,Sam Trammell,,,,2.0,49.0
,,Sam Troughton,,,,1.0,61.0
,,Sam Vincent,,,,1.0,8.0
